s.no,language,error_type,code,stack_trace,fix_brief,fix_solution
88,c,GCC Compiler Warning: Unused Variable,"int main() {
    int node_ptr_88 = 100;
    return 0;
}","parser_88.c: In function ‘main’:
parser_88.c:2:9: warning: unused variable ‘node_ptr_88’ [-Wunused-variable]
    2 |     int node_ptr_88 = 100;
      |         ^~~~~~~~~~",Remove variables that are declared but not used inside scoped logic blocks.,"int main() {
    return 0;
}"
89,c,GCC Compiler Error: Dereferencing Void Pointer,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *ptr);
}","network_89.c: In function ‘main’:
network_89.c:4:20: error: dereferencing ‘void *’ pointer
    4 |     printf(""%d\n"", *ptr);
      |                    ^~~~
network_89.c:4:20: error: invalid use of void expression",Cast void pointers to their matching type definitions before attempting to dereference them.,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *(int *)ptr);
}"
90,c,GCC Compiler Error: Incompatible Pointer Type,"int main() {
    int buffer_90 = 500;
    char *ptr_90 = &buffer_90;
}","database_90.c: In function ‘main’:
database_90.c:64:17: warning: initialization of ‘char *’ from incompatible pointer type ‘int *’ [-Wincompatible-pointer-types]
    64 |     char *ptr_90 = &buffer_90;
      |                 ^",Match the pointer declaration type exactly to variables whose addresses are assigned (like 'int *').,"int main() {
    int buffer_90 = 500;
    int *ptr_90 = &buffer_90;
}"
91,c,Segmentation Fault (GDB),"void calculate_sum_91() {
    int *ptr_91 = NULL;
    *ptr_91 = 999;
}
int main() {
    calculate_sum_91();
}","Program received signal SIGSEGV, Segmentation fault.
0x0000000000401122 in calculate_sum_91 () at matrix_91.c:45
45           *ptr_91 = 999;
(gdb) backtrace
#0  0x0000000000401122 in calculate_sum_91 () at matrix_91.c:45
#1  0x0000000000401150 in main () at matrix_91.c:48",Add protection check blocks or configure the target variable 'ptr_91' address correctly before assigning values.,"void calculate_sum_91() {
    int val = 999;
    int *ptr_91 = &val;
    *ptr_91 = 999;
}
int main() {
    calculate_sum_91();
}"
92,c,GCC Compiler Error: Syntax Error,"int main() {
    int buffer_92 = 250
    printf(""Value: %d\\n"", buffer_92);
}","utils_92.c: In function ‘main’:
utils_92.c:53:5: error: expected ‘;’ before ‘printf’
    53 |     printf(""Value: %d\\n"", buffer_92);
      |     ^~~~~~",Include a semi-colon identifier directly after the variable definition for 'buffer_92'.,"int main() {
    int buffer_92 = 250;
    printf(""Value: %d\\n"", buffer_92);
}"
93,c,GCC Compiler Error: Implicit Declaration,"int main() {
    int result = print_report_93(10, 20);
    printf(""Result: %d\n"", result);
}","main_93.c: In function ‘main’:
main_93.c:2:18: warning: implicit declaration of function ‘calculate_sum’ [-Wimplicit-function-declaration]
    2 |     int result = calculate_sum(10, 20);
      |                  ^~~~~~~~~~~~~
main_93.c:(.text+0x15): undefined reference to `calculate_sum`
collect2: error: ld returned 1 exit status",Declare the function prototype at the top of the file or include the corresponding header.,"int print_report_93(int a, int b);
int main() {
    int result = print_report_93(10, 20);
    printf(""Result: %d\n"", result);
}
int print_report_93(int a, int b) {
    return a + b;
}"
94,c,GCC Compiler Error: Type Mismatch,"int main() {
    char *str = ""Hello"";
    int val = str;
}","helpers_94.c: In function ‘main’:
helpers_94.c:3:15: error: invalid initializer / incompatible types when initializing type ‘int’ using type ‘char *’
    3 |     int val = str;
      |               ^~~",Use compatible types or parse string inputs into integer variables using conversion utilities like atoi().,"#include <stdlib.h>
int main() {
    char *str = ""123"";
    int val = atoi(str);
}"
95,c,GCC Compiler Error: Undefined Reference (Linker),"#include <math.h>
int main() {
    double root = sqrt(16.0);
}","/usr/bin/ld: /tmp/ccXyZ123.o: in function `main`:
matrix_95.c:3: undefined reference to `sqrt`
collect2: error: ld returned 1 exit status",Link the math library natively by appending the '-lm' linker flag during compilation.,"// Compile using:
// gcc main.c -lm -o main"
96,c,GCC Compiler Warning: Format Mismatch,"int main() {
    char *config_data_96 = ""Alert"";
    printf(""Code: %d\\n"", config_data_96);
}","matrix_96.c: In function ‘main’:
matrix_96.c:31:21: warning: format ‘%d’ expects argument of type ‘int’, but argument 2 has type ‘char *’ [-Wformat=]
    31 |     printf(""Code: %d\\n"", config_data_96);
      |                     ~^     ~~~
      |                      |     |
      |                      int   char *
      |                     %s",Update format tags within printf to correctly display the string data type referenced by 'config_data_96'.,"int main() {
    char *config_data_96 = ""Alert"";
    printf(""Code: %s\\n"", config_data_96);
}"
97,c,Clang Compiler Error: Missing Semicolon,"struct User {
    int id;
    char name[50];
}

int main() {
    return 0;
}","database_97.c:4:2: error: expected ';' after struct definition
}
 ^
 ;",Append a semicolon following the closing brace of a struct template block declaration.,"struct User {
    int id;
    char name[50];
};

int main() {
    return 0;
}"
98,c,Clang Compiler Error: Conflicting Types,"void display(int val);
void display(double val) {
    // logic
}","matrix_98.c:2:6: error: conflicting types for 'display'
void display(double val) {
     ^
matrix_98.c:1:6: note: previous declaration is here
void display(int val);
     ^",Ensure that function prototype signatures align with their physical function definitions exactly.,"void display(double val);
void display(double val) {
    // logic
}"
99,c,AddressSanitizer: heap-use-after-free,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    free(buf);
    return buf[2];
}","=================================================================
==12345==ERROR: AddressSanitizer: heap-use-after-free on address 0x603000000018 at pc 0x0000004011b9 bp 0x7ffd9860
READ of size 4 at 0x603000000018 thread T0
    #0 0x4011b8 in main main_99.c:5
    #1 0x7f98c603a0b3 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x270b3)",Do not read or write array/pointer targets once free() memory release commands have occurred.,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    int val = buf[2];
    free(buf);
    return val;
}"
100,c,AddressSanitizer: stack-buffer-overflow,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[10];
}","=================================================================
==12360==ERROR: AddressSanitizer: stack-buffer-overflow on address 0x7ffe0e84b728 at pc 0x0000004011b2 bp 0x7ffe0e84b6f0
READ of size 4 at 0x7ffe0e84b728 thread T0
    #0 0x4011b1 in main main_100.c:3",Ensure array indexes do not traverse past physical array boundaries.,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[4];
}"
101,c,AddressSanitizer: global-buffer-overflow,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[5];
}","=================================================================
==12388==ERROR: AddressSanitizer: global-buffer-overflow on address 0x0000004060b4 at pc 0x00000040112c bp 0x7ffeb56a
READ of size 4 at 0x0000004060b4 thread T0
    #0 0x40112b in main utils_101.c:3",Access only valid global indices defined inside global variable specifications.,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[1];
}"
102,c,GDB Runtime: Double Free,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    free(ptr);
}","double free or corruption (out)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6) at ../sysdeps/unix/sysv/linux/raise.c:50
#1  0x00007f98c6019859 in __GI_abort () at abort.c:79
#2  0x00007f98c60833ee in __libc_message (action=action@entry=do_abort, fmt=fmt@entry=0x7f98c61adb46 ""%s\n"") at ../sysdeps/posix/libc_fatal.c:155
#3  0x00007f98c608b47c in malloc_printerr (str=str@entry=0x7f98c61abc1d ""double free or corruption (out)"") at malloc.c:5347
#4  0x00007f98c608ccfc in _int_free (av=0x7f98c61e0b80 <main_arena>, p=0x602000000010, have_lock=0) at malloc.c:4314
#5  0x000000000040115b in main () at matrix_102.c:5",Only invoke free() operations exactly once per heap block pointer. Nullify pointers after freeing to prevent consecutive execution triggers.,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    ptr = NULL; // Safe pointer nullification avoids double-free errors
}"
103,c,GCC Compiler Warning: Unused Variable,"int main() {
    int temp_val_103 = 100;
    return 0;
}","database_103.c: In function ‘main’:
database_103.c:2:9: warning: unused variable ‘temp_val_103’ [-Wunused-variable]
    2 |     int temp_val_103 = 100;
      |         ^~~~~~~~~~",Remove variables that are declared but not used inside scoped logic blocks.,"int main() {
    return 0;
}"
104,c,GCC Compiler Error: Dereferencing Void Pointer,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *ptr);
}","utils_104.c: In function ‘main’:
utils_104.c:4:20: error: dereferencing ‘void *’ pointer
    4 |     printf(""%d\n"", *ptr);
      |                    ^~~~
utils_104.c:4:20: error: invalid use of void expression",Cast void pointers to their matching type definitions before attempting to dereference them.,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *(int *)ptr);
}"
105,c,GCC Compiler Error: Incompatible Pointer Type,"int main() {
    int buffer_105 = 500;
    char *ptr_105 = &buffer_105;
}","helpers_105.c: In function ‘main’:
helpers_105.c:32:17: warning: initialization of ‘char *’ from incompatible pointer type ‘int *’ [-Wincompatible-pointer-types]
    32 |     char *ptr_105 = &buffer_105;
      |                 ^",Match the pointer declaration type exactly to variables whose addresses are assigned (like 'int *').,"int main() {
    int buffer_105 = 500;
    int *ptr_105 = &buffer_105;
}"
106,c,Segmentation Fault (GDB),"void parse_payload_106() {
    int *node_ptr_106 = NULL;
    *node_ptr_106 = 999;
}
int main() {
    parse_payload_106();
}","Program received signal SIGSEGV, Segmentation fault.
0x0000000000401122 in parse_payload_106 () at helpers_106.c:24
24           *node_ptr_106 = 999;
(gdb) backtrace
#0  0x0000000000401122 in parse_payload_106 () at helpers_106.c:24
#1  0x0000000000401150 in main () at helpers_106.c:26",Add protection check blocks or configure the target variable 'node_ptr_106' address correctly before assigning values.,"void parse_payload_106() {
    int val = 999;
    int *node_ptr_106 = &val;
    *node_ptr_106 = 999;
}
int main() {
    parse_payload_106();
}"
107,c,GCC Compiler Error: Syntax Error,"int main() {
    int buffer_107 = 250
    printf(""Value: %d\\n"", buffer_107);
}","database_107.c: In function ‘main’:
database_107.c:51:5: error: expected ‘;’ before ‘printf’
    51 |     printf(""Value: %d\\n"", buffer_107);
      |     ^~~~~~",Include a semi-colon identifier directly after the variable definition for 'buffer_107'.,"int main() {
    int buffer_107 = 250;
    printf(""Value: %d\\n"", buffer_107);
}"
108,c,GCC Compiler Error: Implicit Declaration,"int main() {
    int result = print_report_108(10, 20);
    printf(""Result: %d\n"", result);
}","utils_108.c: In function ‘main’:
utils_108.c:2:18: warning: implicit declaration of function ‘calculate_sum’ [-Wimplicit-function-declaration]
    2 |     int result = calculate_sum(10, 20);
      |                  ^~~~~~~~~~~~~
utils_108.c:(.text+0x15): undefined reference to `calculate_sum`
collect2: error: ld returned 1 exit status",Declare the function prototype at the top of the file or include the corresponding header.,"int print_report_108(int a, int b);
int main() {
    int result = print_report_108(10, 20);
    printf(""Result: %d\n"", result);
}
int print_report_108(int a, int b) {
    return a + b;
}"
109,c,GCC Compiler Error: Type Mismatch,"int main() {
    char *str = ""Hello"";
    int val = str;
}","matrix_109.c: In function ‘main’:
matrix_109.c:3:15: error: invalid initializer / incompatible types when initializing type ‘int’ using type ‘char *’
    3 |     int val = str;
      |               ^~~",Use compatible types or parse string inputs into integer variables using conversion utilities like atoi().,"#include <stdlib.h>
int main() {
    char *str = ""123"";
    int val = atoi(str);
}"
110,c,GCC Compiler Error: Undefined Reference (Linker),"#include <math.h>
int main() {
    double root = sqrt(16.0);
}","/usr/bin/ld: /tmp/ccXyZ123.o: in function `main`:
main_110.c:3: undefined reference to `sqrt`
collect2: error: ld returned 1 exit status",Link the math library natively by appending the '-lm' linker flag during compilation.,"// Compile using:
// gcc main.c -lm -o main"
111,c,GCC Compiler Warning: Format Mismatch,"int main() {
    char *user_id_111 = ""Alert"";
    printf(""Code: %d\\n"", user_id_111);
}","parser_111.c: In function ‘main’:
parser_111.c:54:21: warning: format ‘%d’ expects argument of type ‘int’, but argument 2 has type ‘char *’ [-Wformat=]
    54 |     printf(""Code: %d\\n"", user_id_111);
      |                     ~^     ~~~
      |                      |     |
      |                      int   char *
      |                     %s",Update format tags within printf to correctly display the string data type referenced by 'user_id_111'.,"int main() {
    char *user_id_111 = ""Alert"";
    printf(""Code: %s\\n"", user_id_111);
}"
112,c,Clang Compiler Error: Missing Semicolon,"struct User {
    int id;
    char name[50];
}

int main() {
    return 0;
}","network_112.c:4:2: error: expected ';' after struct definition
}
 ^
 ;",Append a semicolon following the closing brace of a struct template block declaration.,"struct User {
    int id;
    char name[50];
};

int main() {
    return 0;
}"
113,c,Clang Compiler Error: Conflicting Types,"void display(int val);
void display(double val) {
    // logic
}","main_113.c:2:6: error: conflicting types for 'display'
void display(double val) {
     ^
main_113.c:1:6: note: previous declaration is here
void display(int val);
     ^",Ensure that function prototype signatures align with their physical function definitions exactly.,"void display(double val);
void display(double val) {
    // logic
}"
114,c,AddressSanitizer: heap-use-after-free,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    free(buf);
    return buf[2];
}","=================================================================
==12345==ERROR: AddressSanitizer: heap-use-after-free on address 0x603000000018 at pc 0x0000004011b9 bp 0x7ffd9860
READ of size 4 at 0x603000000018 thread T0
    #0 0x4011b8 in main database_114.c:5
    #1 0x7f98c603a0b3 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x270b3)",Do not read or write array/pointer targets once free() memory release commands have occurred.,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    int val = buf[2];
    free(buf);
    return val;
}"
115,c,AddressSanitizer: stack-buffer-overflow,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[10];
}","=================================================================
==12360==ERROR: AddressSanitizer: stack-buffer-overflow on address 0x7ffe0e84b728 at pc 0x0000004011b2 bp 0x7ffe0e84b6f0
READ of size 4 at 0x7ffe0e84b728 thread T0
    #0 0x4011b1 in main network_115.c:3",Ensure array indexes do not traverse past physical array boundaries.,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[4];
}"
116,c,AddressSanitizer: global-buffer-overflow,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[5];
}","=================================================================
==12388==ERROR: AddressSanitizer: global-buffer-overflow on address 0x0000004060b4 at pc 0x00000040112c bp 0x7ffeb56a
READ of size 4 at 0x0000004060b4 thread T0
    #0 0x40112b in main helpers_116.c:3",Access only valid global indices defined inside global variable specifications.,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[1];
}"
117,c,GDB Runtime: Double Free,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    free(ptr);
}","double free or corruption (out)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6) at ../sysdeps/unix/sysv/linux/raise.c:50
#1  0x00007f98c6019859 in __GI_abort () at abort.c:79
#2  0x00007f98c60833ee in __libc_message (action=action@entry=do_abort, fmt=fmt@entry=0x7f98c61adb46 ""%s\n"") at ../sysdeps/posix/libc_fatal.c:155
#3  0x00007f98c608b47c in malloc_printerr (str=str@entry=0x7f98c61abc1d ""double free or corruption (out)"") at malloc.c:5347
#4  0x00007f98c608ccfc in _int_free (av=0x7f98c61e0b80 <main_arena>, p=0x602000000010, have_lock=0) at malloc.c:4314
#5  0x000000000040115b in main () at database_117.c:5",Only invoke free() operations exactly once per heap block pointer. Nullify pointers after freeing to prevent consecutive execution triggers.,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    ptr = NULL; // Safe pointer nullification avoids double-free errors
}"
118,c,GCC Compiler Warning: Unused Variable,"int main() {
    int ptr_118 = 100;
    return 0;
}","database_118.c: In function ‘main’:
database_118.c:2:9: warning: unused variable ‘ptr_118’ [-Wunused-variable]
    2 |     int ptr_118 = 100;
      |         ^~~~~~~~~~",Remove variables that are declared but not used inside scoped logic blocks.,"int main() {
    return 0;
}"
119,c,GCC Compiler Error: Dereferencing Void Pointer,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *ptr);
}","matrix_119.c: In function ‘main’:
matrix_119.c:4:20: error: dereferencing ‘void *’ pointer
    4 |     printf(""%d\n"", *ptr);
      |                    ^~~~
matrix_119.c:4:20: error: invalid use of void expression",Cast void pointers to their matching type definitions before attempting to dereference them.,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *(int *)ptr);
}"
120,c,GCC Compiler Error: Incompatible Pointer Type,"int main() {
    int buffer_120 = 500;
    char *ptr_120 = &buffer_120;
}","matrix_120.c: In function ‘main’:
matrix_120.c:65:17: warning: initialization of ‘char *’ from incompatible pointer type ‘int *’ [-Wincompatible-pointer-types]
    65 |     char *ptr_120 = &buffer_120;
      |                 ^",Match the pointer declaration type exactly to variables whose addresses are assigned (like 'int *').,"int main() {
    int buffer_120 = 500;
    int *ptr_120 = &buffer_120;
}"
121,c,Segmentation Fault (GDB),"void calculate_sum_121() {
    int *counter_121 = NULL;
    *counter_121 = 999;
}
int main() {
    calculate_sum_121();
}","Program received signal SIGSEGV, Segmentation fault.
0x0000000000401122 in calculate_sum_121 () at parser_121.c:60
60           *counter_121 = 999;
(gdb) backtrace
#0  0x0000000000401122 in calculate_sum_121 () at parser_121.c:60
#1  0x0000000000401150 in main () at parser_121.c:66",Add protection check blocks or configure the target variable 'counter_121' address correctly before assigning values.,"void calculate_sum_121() {
    int val = 999;
    int *counter_121 = &val;
    *counter_121 = 999;
}
int main() {
    calculate_sum_121();
}"
122,c,GCC Compiler Error: Syntax Error,"int main() {
    int payload_len_122 = 250
    printf(""Value: %d\\n"", payload_len_122);
}","utils_122.c: In function ‘main’:
utils_122.c:20:5: error: expected ‘;’ before ‘printf’
    20 |     printf(""Value: %d\\n"", payload_len_122);
      |     ^~~~~~",Include a semi-colon identifier directly after the variable definition for 'payload_len_122'.,"int main() {
    int payload_len_122 = 250;
    printf(""Value: %d\\n"", payload_len_122);
}"
123,c,GCC Compiler Error: Implicit Declaration,"int main() {
    int result = process_records_123(10, 20);
    printf(""Result: %d\n"", result);
}","matrix_123.c: In function ‘main’:
matrix_123.c:2:18: warning: implicit declaration of function ‘calculate_sum’ [-Wimplicit-function-declaration]
    2 |     int result = calculate_sum(10, 20);
      |                  ^~~~~~~~~~~~~
matrix_123.c:(.text+0x15): undefined reference to `calculate_sum`
collect2: error: ld returned 1 exit status",Declare the function prototype at the top of the file or include the corresponding header.,"int process_records_123(int a, int b);
int main() {
    int result = process_records_123(10, 20);
    printf(""Result: %d\n"", result);
}
int process_records_123(int a, int b) {
    return a + b;
}"
124,c,GCC Compiler Error: Type Mismatch,"int main() {
    char *str = ""Hello"";
    int val = str;
}","matrix_124.c: In function ‘main’:
matrix_124.c:3:15: error: invalid initializer / incompatible types when initializing type ‘int’ using type ‘char *’
    3 |     int val = str;
      |               ^~~",Use compatible types or parse string inputs into integer variables using conversion utilities like atoi().,"#include <stdlib.h>
int main() {
    char *str = ""123"";
    int val = atoi(str);
}"
125,c,GCC Compiler Error: Undefined Reference (Linker),"#include <math.h>
int main() {
    double root = sqrt(16.0);
}","/usr/bin/ld: /tmp/ccXyZ123.o: in function `main`:
main_125.c:3: undefined reference to `sqrt`
collect2: error: ld returned 1 exit status",Link the math library natively by appending the '-lm' linker flag during compilation.,"// Compile using:
// gcc main.c -lm -o main"
126,c,GCC Compiler Warning: Format Mismatch,"int main() {
    char *payload_len_126 = ""Alert"";
    printf(""Code: %d\\n"", payload_len_126);
}","network_126.c: In function ‘main’:
network_126.c:31:21: warning: format ‘%d’ expects argument of type ‘int’, but argument 2 has type ‘char *’ [-Wformat=]
    31 |     printf(""Code: %d\\n"", payload_len_126);
      |                     ~^     ~~~
      |                      |     |
      |                      int   char *
      |                     %s",Update format tags within printf to correctly display the string data type referenced by 'payload_len_126'.,"int main() {
    char *payload_len_126 = ""Alert"";
    printf(""Code: %s\\n"", payload_len_126);
}"
127,c,Clang Compiler Error: Missing Semicolon,"struct User {
    int id;
    char name[50];
}

int main() {
    return 0;
}","helpers_127.c:4:2: error: expected ';' after struct definition
}
 ^
 ;",Append a semicolon following the closing brace of a struct template block declaration.,"struct User {
    int id;
    char name[50];
};

int main() {
    return 0;
}"
128,c,Clang Compiler Error: Conflicting Types,"void display(int val);
void display(double val) {
    // logic
}","utils_128.c:2:6: error: conflicting types for 'display'
void display(double val) {
     ^
utils_128.c:1:6: note: previous declaration is here
void display(int val);
     ^",Ensure that function prototype signatures align with their physical function definitions exactly.,"void display(double val);
void display(double val) {
    // logic
}"
129,c,AddressSanitizer: heap-use-after-free,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    free(buf);
    return buf[2];
}","=================================================================
==12345==ERROR: AddressSanitizer: heap-use-after-free on address 0x603000000018 at pc 0x0000004011b9 bp 0x7ffd9860
READ of size 4 at 0x603000000018 thread T0
    #0 0x4011b8 in main network_129.c:5
    #1 0x7f98c603a0b3 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x270b3)",Do not read or write array/pointer targets once free() memory release commands have occurred.,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    int val = buf[2];
    free(buf);
    return val;
}"
130,c,AddressSanitizer: stack-buffer-overflow,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[10];
}","=================================================================
==12360==ERROR: AddressSanitizer: stack-buffer-overflow on address 0x7ffe0e84b728 at pc 0x0000004011b2 bp 0x7ffe0e84b6f0
READ of size 4 at 0x7ffe0e84b728 thread T0
    #0 0x4011b1 in main helpers_130.c:3",Ensure array indexes do not traverse past physical array boundaries.,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[4];
}"
131,c,AddressSanitizer: global-buffer-overflow,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[5];
}","=================================================================
==12388==ERROR: AddressSanitizer: global-buffer-overflow on address 0x0000004060b4 at pc 0x00000040112c bp 0x7ffeb56a
READ of size 4 at 0x0000004060b4 thread T0
    #0 0x40112b in main parser_131.c:3",Access only valid global indices defined inside global variable specifications.,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[1];
}"
132,c,GDB Runtime: Double Free,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    free(ptr);
}","double free or corruption (out)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6) at ../sysdeps/unix/sysv/linux/raise.c:50
#1  0x00007f98c6019859 in __GI_abort () at abort.c:79
#2  0x00007f98c60833ee in __libc_message (action=action@entry=do_abort, fmt=fmt@entry=0x7f98c61adb46 ""%s\n"") at ../sysdeps/posix/libc_fatal.c:155
#3  0x00007f98c608b47c in malloc_printerr (str=str@entry=0x7f98c61abc1d ""double free or corruption (out)"") at malloc.c:5347
#4  0x00007f98c608ccfc in _int_free (av=0x7f98c61e0b80 <main_arena>, p=0x602000000010, have_lock=0) at malloc.c:4314
#5  0x000000000040115b in main () at database_132.c:5",Only invoke free() operations exactly once per heap block pointer. Nullify pointers after freeing to prevent consecutive execution triggers.,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    ptr = NULL; // Safe pointer nullification avoids double-free errors
}"
133,c,GCC Compiler Warning: Unused Variable,"int main() {
    int buffer_133 = 100;
    return 0;
}","network_133.c: In function ‘main’:
network_133.c:2:9: warning: unused variable ‘buffer_133’ [-Wunused-variable]
    2 |     int buffer_133 = 100;
      |         ^~~~~~~~~~",Remove variables that are declared but not used inside scoped logic blocks.,"int main() {
    return 0;
}"
134,c,GCC Compiler Error: Dereferencing Void Pointer,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *ptr);
}","main_134.c: In function ‘main’:
main_134.c:4:20: error: dereferencing ‘void *’ pointer
    4 |     printf(""%d\n"", *ptr);
      |                    ^~~~
main_134.c:4:20: error: invalid use of void expression",Cast void pointers to their matching type definitions before attempting to dereference them.,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *(int *)ptr);
}"
135,c,GCC Compiler Error: Incompatible Pointer Type,"int main() {
    int config_data_135 = 500;
    char *ptr_135 = &config_data_135;
}","network_135.c: In function ‘main’:
network_135.c:63:17: warning: initialization of ‘char *’ from incompatible pointer type ‘int *’ [-Wincompatible-pointer-types]
    63 |     char *ptr_135 = &config_data_135;
      |                 ^",Match the pointer declaration type exactly to variables whose addresses are assigned (like 'int *').,"int main() {
    int config_data_135 = 500;
    int *ptr_135 = &config_data_135;
}"
136,c,Segmentation Fault (GDB),"void compute_weights_136() {
    int *scores_136 = NULL;
    *scores_136 = 999;
}
int main() {
    compute_weights_136();
}","Program received signal SIGSEGV, Segmentation fault.
0x0000000000401122 in compute_weights_136 () at network_136.c:5
5           *scores_136 = 999;
(gdb) backtrace
#0  0x0000000000401122 in compute_weights_136 () at network_136.c:5
#1  0x0000000000401150 in main () at network_136.c:7",Add protection check blocks or configure the target variable 'scores_136' address correctly before assigning values.,"void compute_weights_136() {
    int val = 999;
    int *scores_136 = &val;
    *scores_136 = 999;
}
int main() {
    compute_weights_136();
}"
137,c,GCC Compiler Error: Syntax Error,"int main() {
    int user_id_137 = 250
    printf(""Value: %d\\n"", user_id_137);
}","main_137.c: In function ‘main’:
main_137.c:33:5: error: expected ‘;’ before ‘printf’
    33 |     printf(""Value: %d\\n"", user_id_137);
      |     ^~~~~~",Include a semi-colon identifier directly after the variable definition for 'user_id_137'.,"int main() {
    int user_id_137 = 250;
    printf(""Value: %d\\n"", user_id_137);
}"
138,c,GCC Compiler Error: Implicit Declaration,"int main() {
    int result = print_report_138(10, 20);
    printf(""Result: %d\n"", result);
}","parser_138.c: In function ‘main’:
parser_138.c:2:18: warning: implicit declaration of function ‘calculate_sum’ [-Wimplicit-function-declaration]
    2 |     int result = calculate_sum(10, 20);
      |                  ^~~~~~~~~~~~~
parser_138.c:(.text+0x15): undefined reference to `calculate_sum`
collect2: error: ld returned 1 exit status",Declare the function prototype at the top of the file or include the corresponding header.,"int print_report_138(int a, int b);
int main() {
    int result = print_report_138(10, 20);
    printf(""Result: %d\n"", result);
}
int print_report_138(int a, int b) {
    return a + b;
}"
139,c,GCC Compiler Error: Type Mismatch,"int main() {
    char *str = ""Hello"";
    int val = str;
}","matrix_139.c: In function ‘main’:
matrix_139.c:3:15: error: invalid initializer / incompatible types when initializing type ‘int’ using type ‘char *’
    3 |     int val = str;
      |               ^~~",Use compatible types or parse string inputs into integer variables using conversion utilities like atoi().,"#include <stdlib.h>
int main() {
    char *str = ""123"";
    int val = atoi(str);
}"
140,c,GCC Compiler Error: Undefined Reference (Linker),"#include <math.h>
int main() {
    double root = sqrt(16.0);
}","/usr/bin/ld: /tmp/ccXyZ123.o: in function `main`:
helpers_140.c:3: undefined reference to `sqrt`
collect2: error: ld returned 1 exit status",Link the math library natively by appending the '-lm' linker flag during compilation.,"// Compile using:
// gcc main.c -lm -o main"
141,c,GCC Compiler Warning: Format Mismatch,"int main() {
    char *buffer_141 = ""Alert"";
    printf(""Code: %d\\n"", buffer_141);
}","database_141.c: In function ‘main’:
database_141.c:64:21: warning: format ‘%d’ expects argument of type ‘int’, but argument 2 has type ‘char *’ [-Wformat=]
    64 |     printf(""Code: %d\\n"", buffer_141);
      |                     ~^     ~~~
      |                      |     |
      |                      int   char *
      |                     %s",Update format tags within printf to correctly display the string data type referenced by 'buffer_141'.,"int main() {
    char *buffer_141 = ""Alert"";
    printf(""Code: %s\\n"", buffer_141);
}"
142,c,Clang Compiler Error: Missing Semicolon,"struct User {
    int id;
    char name[50];
}

int main() {
    return 0;
}","network_142.c:4:2: error: expected ';' after struct definition
}
 ^
 ;",Append a semicolon following the closing brace of a struct template block declaration.,"struct User {
    int id;
    char name[50];
};

int main() {
    return 0;
}"
